item_name,category,shelf_life_days,unit_price,stock_qty,sales_qty,returned_qty,discount_applied,day_of_week,month,holiday_flag,temperature,rainfall,wasted_food
Orange,Fruits,12,37.59,37,24,2,0,Sunday,4,0,5,0,15
Croissant,Bakery,4,85.39,25,18,1,15,Sunday,6,0,30,1,8
Butter,Dairy,11,59.93,245,30,2,20,Wednesday,6,0,21,1,217
Mango,Fruits,12,28.34,195,195,16,10,Monday,6,1,6,0,16
Croissant,Bakery,9,167.71,81,70,4,5,Sunday,6,1,33,1,15
Croissant,Bakery,8,165.81,281,99,2,5,Sunday,1,0,27,0,184
Muffin,Bakery,10,53.78,291,85,5,5,Monday,11,0,19,0,211
Banana,Fruits,6,19.29,225,75,6,20,Thursday,8,1,25,0,156
Tomato,Vegetables,3,57.75,179,53,5,20,Friday,2,0,31,0,131
Butter,Dairy,15,40.45,144,100,2,15,Thursday,10,0,20,1,46
Croissant,Bakery,6,36.68,225,31,1,5,Thursday,3,1,25,0,195
Muffin,Bakery,10,29.5,261,118,10,15,Wednesday,2,1,14,0,153
Onion,Vegetables,2,82.49,150,28,2,15,Thursday,10,0,36,1,124
Milk,Dairy,3,199.55,205,61,6,15,Sunday,12,1,31,0,150
Muffin,Bakery,15,147.57,161,64,5,20,Wednesday,7,1,27,0,102
Bread,Bakery,13,163.14,144,126,3,20,Thursday,11,1,11,1,21
Mango,Fruits,2,124.32,70,12,0,5,Wednesday,10,1,30,0,58
Carrot,Vegetables,15,97.54,287,19,1,15,Saturday,1,0,16,0,269
Tomato,Vegetables,6,184.93,34,29,1,10,Sunday,11,1,27,0,6
Carrot,Vegetables,14,19.08,254,178,8,5,Tuesday,9,1,30,1,84
Butter,Dairy,15,26.89,200,157,7,10,Sunday,5,0,10,1,50
Carrot,Vegetables,12,45.38,215,51,2,15,Wednesday,6,1,28,0,166
Yogurt,Dairy,2,31.18,178,129,11,20,Wednesday,9,0,30,0,60
Milk,Dairy,3,145.22,227,218,8,5,Saturday,6,1,30,0,17
Apple,Fruits,15,191.65,170,157,2,10,Tuesday,8,0,20,0,15
Tomato,Vegetables,9,52.65,132,62,1,15,Saturday,4,0,5,1,71
Milk,Dairy,15,126.32,244,106,8,20,Friday,4,1,16,1,146
Orange,Fruits,13,161.39,206,205,8,15,Wednesday,6,0,25,1,9
Croissant,Bakery,7,173.39,146,137,9,5,Monday,9,1,39,1,18
Croissant,Bakery,13,76.19,134,119,4,20,Sunday,1,1,33,1,19
Apple,Fruits,4,14.2,249,143,10,0,Wednesday,8,0,9,1,116
Muffin,Bakery,11,57.88,34,31,3,5,Thursday,4,1,24,1,6
Potato,Vegetables,11,161.7,280,208,4,20,Saturday,10,1,5,0,76
Tomato,Vegetables,14,195.7,52,33,3,5,Saturday,4,0,16,0,22
Cake,Bakery,13,32.71,65,12,1,20,Saturday,11,1,31,1,54
Banana,Fruits,15,75.23,69,39,2,5,Saturday,7,1,36,0,32
Yogurt,Dairy,8,48.12,199,165,2,10,Thursday,2,1,6,0,36
Muffin,Bakery,3,42.02,290,6,0,10,Thursday,5,0,28,0,284
Cheese,Dairy,12,127.97,113,68,1,10,Monday,11,0,28,0,46
Banana,Fruits,10,38.28,247,7,0,20,Sunday,2,1,23,0,240
Potato,Vegetables,11,108.51,71,63,1,20,Tuesday,10,1,34,1,9
Apple,Fruits,12,115.35,193,63,2,5,Tuesday,8,0,30,0,132
Tomato,Vegetables,9,164.07,70,66,0,10,Friday,10,1,39,0,4
Onion,Vegetables,4,95.1,121,37,3,15,Thursday,7,0,36,0,87
Apple,Fruits,7,116.64,219,78,7,10,Sunday,11,0,38,0,148
Milk,Dairy,6,179.5,297,88,5,0,Friday,1,0,24,1,214
Yogurt,Dairy,10,19.96,242,189,16,20,Sunday,3,1,7,0,69
Cake,Bakery,4,179.55,183,18,0,15,Tuesday,10,0,7,1,165
Milk,Dairy,6,10.9,143,84,2,15,Sunday,4,1,30,0,61
Cheese,Dairy,11,56.77,152,108,10,20,Saturday,11,1,18,1,54
Apple,Fruits,8,166.48,213,71,3,15,Wednesday,10,0,30,0,145
Banana,Fruits,12,141.0,56,40,0,0,Tuesday,8,0,16,1,16
Yogurt,Dairy,12,145.85,223,72,4,10,Sunday,10,1,11,0,155
Banana,Fruits,3,115.4,274,102,2,20,Monday,8,1,11,0,174
Milk,Dairy,15,83.73,62,48,0,5,Thursday,10,1,33,0,14
Apple,Fruits,12,187.39,116,98,3,10,Monday,10,0,14,1,21
Potato,Vegetables,7,97.79,48,25,1,5,Wednesday,9,0,19,0,24
Yogurt,Dairy,12,147.02,32,28,0,5,Friday,9,1,40,0,4
Yogurt,Dairy,2,31.16,53,26,2,20,Monday,10,0,25,1,29
Croissant,Bakery,3,140.02,23,12,0,20,Monday,7,0,19,0,11
Bread,Bakery,12,166.56,263,197,9,20,Thursday,8,0,36,1,75
Carrot,Vegetables,9,184.69,98,58,4,10,Tuesday,3,1,16,1,44
Potato,Vegetables,7,150.6,241,206,9,5,Monday,8,1,39,0,44
Banana,Fruits,15,129.03,126,120,6,15,Thursday,8,1,33,1,12
Orange,Fruits,7,71.94,224,34,1,5,Tuesday,12,0,17,1,191
Mango,Fruits,7,132.36,129,100,2,15,Monday,9,1,24,1,31
Croissant,Bakery,5,74.16,100,84,6,20,Thursday,3,1,6,0,22
Banana,Fruits,6,196.89,99,82,6,20,Sunday,4,0,31,1,23
Banana,Fruits,15,150.31,269,161,16,0,Saturday,2,0,10,0,124
Bread,Bakery,7,171.99,180,91,3,5,Tuesday,5,0,28,1,92
Mango,Fruits,7,143.68,168,77,1,20,Tuesday,3,0,31,0,92
Banana,Fruits,10,114.94,260,143,11,5,Monday,11,0,33,0,128
Croissant,Bakery,8,99.83,264,87,0,20,Saturday,6,1,16,1,177
Cake,Bakery,12,117.69,193,21,1,0,Tuesday,3,1,30,0,173
Croissant,Bakery,12,70.93,62,22,2,15,Monday,10,1,15,1,42
Potato,Vegetables,10,63.25,286,12,1,10,Tuesday,1,0,24,1,275
Mango,Fruits,7,17.69,254,168,2,10,Friday,1,0,5,0,88
Carrot,Vegetables,5,181.86,214,99,0,10,Saturday,7,1,28,1,115
Orange,Fruits,4,189.15,153,141,3,15,Wednesday,5,0,33,0,15
Tomato,Vegetables,2,164.04,74,31,0,5,Wednesday,2,0,20,0,43
Bread,Bakery,13,12.55,194,158,2,5,Friday,11,1,26,0,38
Bread,Bakery,13,36.36,61,11,0,0,Monday,7,0,18,0,50
Cake,Bakery,7,128.84,118,60,6,5,Saturday,8,0,35,1,64
Cake,Bakery,4,106.44,60,11,0,10,Tuesday,9,0,12,0,49
Cheese,Dairy,15,71.07,136,41,3,20,Wednesday,10,1,37,1,98
Butter,Dairy,6,166.65,143,135,0,10,Wednesday,3,0,8,0,8
Orange,Fruits,13,21.48,240,20,2,15,Monday,12,0,25,1,222
Muffin,Bakery,13,169.55,250,91,7,10,Thursday,5,1,25,0,166
Cheese,Dairy,2,141.26,229,119,7,10,Sunday,7,1,34,1,117
Cheese,Dairy,13,152.6,234,6,0,10,Thursday,11,0,30,1,228
Cake,Bakery,14,165.31,108,19,0,5,Monday,1,1,35,0,89
Onion,Vegetables,5,14.12,220,40,2,20,Wednesday,4,0,36,1,182
Mango,Fruits,15,40.37,50,22,0,0,Wednesday,12,1,23,0,28
Butter,Dairy,14,51.12,271,6,0,5,Wednesday,11,1,32,0,265
Yogurt,Dairy,7,147.7,85,47,4,15,Monday,1,1,28,1,42
Cheese,Dairy,7,140.77,180,162,15,10,Friday,6,1,17,0,33
Potato,Vegetables,13,122.64,141,63,3,20,Thursday,1,1,37,0,81
Banana,Fruits,11,71.11,290,251,14,20,Saturday,5,0,33,1,53
Yogurt,Dairy,13,37.19,50,30,1,5,Saturday,1,1,27,1,21
Yogurt,Dairy,7,102.09,180,154,6,5,Friday,10,0,23,0,32
Yogurt,Dairy,5,160.23,236,179,0,10,Wednesday,4,0,23,0,57
Cake,Bakery,3,80.04,95,57,5,15,Friday,3,1,25,0,43
Carrot,Vegetables,6,47.58,252,72,2,20,Tuesday,6,0,12,0,182
Carrot,Vegetables,7,36.93,212,140,0,15,Saturday,6,1,16,1,72
Muffin,Bakery,7,117.47,40,32,0,5,Thursday,2,0,13,0,8
Croissant,Bakery,13,54.65,204,91,5,0,Thursday,6,0,36,1,118
Cake,Bakery,12,160.05,99,70,1,5,Thursday,3,0,21,0,30
Milk,Dairy,12,139.87,32,3,0,15,Monday,1,0,19,0,29
Yogurt,Dairy,7,83.63,222,4,0,15,Monday,11,1,40,0,218
Croissant,Bakery,11,16.84,137,125,0,10,Saturday,2,1,37,0,12
Banana,Fruits,4,111.88,164,68,4,10,Friday,7,0,17,1,100
Potato,Vegetables,7,180.61,221,30,2,15,Monday,8,1,18,0,193
Bread,Bakery,8,162.88,125,25,2,10,Sunday,12,0,24,1,102
Apple,Fruits,12,128.96,149,55,4,0,Wednesday,1,0,16,1,98
Butter,Dairy,13,83.83,187,117,6,20,Sunday,3,1,35,1,76
Milk,Dairy,11,30.38,20,0,0,0,Wednesday,1,1,33,1,20
Milk,Dairy,2,79.93,117,54,5,10,Monday,5,1,6,1,68
Bread,Bakery,6,36.95,253,238,6,0,Saturday,12,0,35,0,21
Bread,Bakery,3,147.71,253,222,18,20,Wednesday,5,0,35,0,49
Cheese,Dairy,3,85.53,213,7,0,15,Thursday,8,1,16,0,206
Bread,Bakery,14,176.51,164,122,3,10,Monday,11,1,17,0,45
Apple,Fruits,12,18.38,242,143,11,15,Sunday,4,0,23,1,110
Muffin,Bakery,9,165.94,298,83,5,10,Saturday,9,0,25,1,220
Banana,Fruits,11,86.34,259,177,9,5,Sunday,11,1,39,1,91
Carrot,Vegetables,3,124.41,90,42,2,15,Thursday,9,0,7,1,50
Yogurt,Dairy,10,130.21,101,73,2,5,Sunday,12,1,10,1,30
Bread,Bakery,10,29.72,22,8,0,5,Saturday,12,1,36,0,14
Onion,Vegetables,10,188.02,287,201,7,20,Wednesday,12,1,11,0,93
Banana,Fruits,15,141.85,116,91,0,20,Sunday,2,1,14,0,25
Potato,Vegetables,14,87.16,127,24,0,0,Monday,1,1,12,0,103
Milk,Dairy,3,58.15,80,54,2,15,Monday,12,1,26,1,28
Potato,Vegetables,6,91.42,264,21,2,15,Monday,8,1,27,0,245
Carrot,Vegetables,15,161.59,295,50,3,20,Friday,6,1,6,1,248
Cake,Bakery,14,182.12,263,129,8,0,Monday,4,0,34,1,142
Potato,Vegetables,11,196.96,37,20,1,20,Sunday,12,1,18,1,18
Bread,Bakery,12,34.39,34,32,3,0,Friday,3,1,22,1,5
Muffin,Bakery,11,32.36,284,251,5,15,Wednesday,3,0,23,1,38
Apple,Fruits,12,39.41,59,12,1,15,Tuesday,1,1,16,1,48
Muffin,Bakery,4,52.45,272,117,11,15,Sunday,12,0,11,0,166
Cheese,Dairy,13,195.97,32,28,1,10,Sunday,12,1,6,1,5
Cake,Bakery,9,16.37,243,142,11,15,Monday,2,0,21,1,112
Mango,Fruits,10,184.66,90,15,0,5,Monday,10,0,17,1,75
Onion,Vegetables,9,22.7,114,74,6,0,Friday,1,0,17,0,46
Potato,Vegetables,13,143.28,25,11,0,20,Sunday,1,0,38,1,14
Muffin,Bakery,14,36.04,144,122,12,5,Tuesday,11,1,35,1,34
Milk,Dairy,4,83.69,297,36,1,5,Sunday,9,0,9,1,262
Croissant,Bakery,5,129.12,231,214,20,10,Tuesday,5,1,8,1,37
Muffin,Bakery,14,84.98,118,85,5,15,Thursday,10,0,13,1,38
Banana,Fruits,5,123.81,167,127,12,0,Thursday,10,0,31,0,52
Croissant,Bakery,14,131.87,209,71,6,10,Thursday,11,1,24,1,144
Carrot,Vegetables,10,102.68,90,60,2,0,Saturday,8,1,39,0,32
Onion,Vegetables,6,176.2,282,116,5,10,Tuesday,10,0,27,1,171
Yogurt,Dairy,10,138.46,162,67,4,15,Saturday,11,0,13,1,99
Yogurt,Dairy,13,113.13,184,52,3,20,Friday,3,0,23,0,135
Yogurt,Dairy,4,178.58,274,191,7,15,Thursday,12,1,34,1,90
Yogurt,Dairy,11,23.69,83,48,4,15,Monday,2,0,21,1,39
Orange,Fruits,10,117.82,121,34,0,15,Saturday,8,0,35,1,87
Orange,Fruits,3,36.55,82,46,0,0,Sunday,2,1,11,1,36
Milk,Dairy,13,140.48,124,5,0,0,Monday,6,1,23,1,119
Cheese,Dairy,5,127.48,156,141,5,5,Tuesday,1,1,19,0,20
Banana,Fruits,10,127.1,102,11,1,15,Monday,2,0,31,0,92
Butter,Dairy,11,41.47,108,28,1,0,Monday,4,1,32,1,81
Banana,Fruits,5,29.07,61,26,2,15,Thursday,3,1,29,0,37
Potato,Vegetables,12,103.39,288,175,10,0,Thursday,9,1,33,0,123
Potato,Vegetables,13,24.7,213,43,3,5,Tuesday,6,1,30,1,173
Yogurt,Dairy,5,82.09,260,12,0,0,Thursday,12,0,29,1,248
Carrot,Vegetables,2,103.28,248,232,13,0,Thursday,5,1,19,1,29
Onion,Vegetables,9,40.04,132,132,9,20,Sunday,4,0,29,1,9
Croissant,Bakery,3,144.35,101,11,0,10,Monday,9,1,33,0,90
Potato,Vegetables,15,92.82,115,29,1,10,Tuesday,9,0,19,0,87
Croissant,Bakery,6,114.11,236,229,5,5,Monday,4,0,9,0,12
Potato,Vegetables,10,33.59,256,188,5,5,Friday,3,0,5,1,73
Yogurt,Dairy,10,164.53,276,258,1,15,Tuesday,3,0,35,0,19
Cheese,Dairy,15,125.7,208,146,12,10,Thursday,4,1,16,0,74
Cheese,Dairy,12,125.14,41,4,0,5,Monday,5,1,38,1,37
Mango,Fruits,10,98.66,286,181,18,15,Sunday,5,1,15,1,123
Milk,Dairy,5,23.95,208,76,1,20,Thursday,7,1,24,1,133
Muffin,Bakery,9,47.75,28,6,0,5,Thursday,10,0,24,1,22
Cheese,Dairy,2,181.1,244,64,3,15,Thursday,12,1,28,0,183
Banana,Fruits,8,192.33,145,37,0,10,Wednesday,1,1,34,1,108
Apple,Fruits,11,65.85,282,282,15,0,Sunday,8,0,27,1,15
Yogurt,Dairy,10,41.53,71,18,1,0,Monday,9,0,38,1,54
Cake,Bakery,8,73.47,255,177,10,10,Wednesday,1,0,33,1,88
Apple,Fruits,12,158.07,279,34,1,15,Wednesday,11,1,22,0,246
Cheese,Dairy,3,127.21,161,100,3,0,Monday,5,0,13,0,64
Banana,Fruits,8,161.9,97,54,4,20,Wednesday,4,0,9,0,47
Muffin,Bakery,13,101.71,53,14,1,5,Saturday,8,0,10,1,40
Onion,Vegetables,15,99.1,152,147,8,20,Sunday,12,1,25,0,13
Potato,Vegetables,5,164.84,242,123,4,10,Friday,5,1,30,0,123
Onion,Vegetables,3,166.57,134,56,1,15,Tuesday,2,1,31,1,79
Orange,Fruits,6,25.41,103,79,7,0,Sunday,6,0,32,1,31
Banana,Fruits,8,99.9,35,21,1,0,Wednesday,4,1,36,1,15
Butter,Dairy,8,171.4,166,62,4,5,Wednesday,3,1,29,0,108
Bread,Bakery,3,161.28,24,4,0,15,Monday,12,0,8,0,20
Banana,Fruits,2,35.36,207,173,11,20,Monday,1,0,24,1,45
Bread,Bakery,11,25.65,40,39,0,5,Sunday,3,1,36,0,1
Onion,Vegetables,11,169.0,56,53,4,10,Tuesday,2,1,21,0,7
Cake,Bakery,11,52.52,165,8,0,10,Saturday,3,1,33,1,157
Onion,Vegetables,12,144.07,225,107,3,10,Saturday,6,0,20,1,121
Cheese,Dairy,2,25.1,80,18,0,15,Tuesday,3,0,23,1,62
Potato,Vegetables,13,101.5,229,31,2,5,Thursday,11,0,28,0,200
Banana,Fruits,7,22.55,36,16,1,5,Sunday,8,1,30,1,21
Banana,Fruits,15,72.11,236,168,10,20,Sunday,12,0,5,0,78
Carrot,Vegetables,3,102.51,191,37,0,5,Tuesday,9,1,22,0,154
Butter,Dairy,2,156.46,204,182,10,20,Wednesday,6,0,11,1,32
Cheese,Dairy,4,73.18,278,140,8,15,Friday,10,0,32,0,146
Orange,Fruits,10,199.39,253,11,1,10,Monday,7,0,35,1,243
Banana,Fruits,7,168.61,134,115,4,10,Saturday,1,0,21,1,23
Tomato,Vegetables,10,53.55,133,115,3,15,Monday,7,0,9,1,21
Apple,Fruits,10,175.02,176,153,1,15,Friday,4,1,12,0,24
Orange,Fruits,4,113.56,122,1,0,0,Wednesday,11,0,35,0,121
Croissant,Bakery,13,148.89,106,84,4,10,Thursday,3,1,18,0,26
Tomato,Vegetables,14,187.03,178,138,11,20,Saturday,2,0,14,0,51
Croissant,Bakery,3,157.95,158,45,0,15,Wednesday,2,1,37,0,113
Orange,Fruits,14,25.82,67,45,1,15,Sunday,4,1,6,0,23
Croissant,Bakery,4,75.0,287,273,6,15,Sunday,11,1,6,1,20
Mango,Fruits,3,163.38,226,54,1,5,Friday,11,1,9,0,173
Mango,Fruits,8,71.22,208,50,0,0,Thursday,4,0,27,0,158
Onion,Vegetables,8,152.45,23,10,1,0,Tuesday,2,0,13,1,14
Orange,Fruits,3,128.74,36,20,0,10,Friday,7,1,7,0,16
Muffin,Bakery,12,193.17,90,89,4,15,Tuesday,5,1,31,0,5
Tomato,Vegetables,9,68.59,173,104,0,0,Wednesday,6,0,10,0,69
Muffin,Bakery,3,28.08,155,85,5,0,Tuesday,10,0,10,0,75
Muffin,Bakery,6,169.88,297,40,4,20,Sunday,12,1,40,1,261
Cake,Bakery,14,186.85,179,107,1,10,Wednesday,12,0,13,0,73
Bread,Bakery,3,179.37,41,30,2,15,Friday,2,1,15,0,13
Muffin,Bakery,4,45.17,73,2,0,5,Saturday,12,0,15,0,71
Apple,Fruits,12,109.37,159,147,12,5,Thursday,9,0,8,1,24
Butter,Dairy,5,166.75,169,88,2,15,Friday,7,1,22,0,83
Cake,Bakery,6,133.18,274,0,0,15,Friday,4,1,13,0,274
Croissant,Bakery,4,145.1,138,63,5,0,Saturday,2,1,13,0,80
Tomato,Vegetables,11,10.54,127,28,2,0,Thursday,2,1,18,1,101
Cheese,Dairy,13,133.11,83,47,2,15,Thursday,11,1,33,0,38
Cheese,Dairy,8,77.1,144,125,7,10,Thursday,1,1,5,1,26
Banana,Fruits,2,158.46,50,47,3,20,Wednesday,4,1,12,1,6
Yogurt,Dairy,6,43.64,27,15,0,20,Thursday,6,1,19,1,12
Yogurt,Dairy,15,100.6,219,69,1,15,Tuesday,8,0,6,0,151
Mango,Fruits,5,197.43,280,74,1,10,Saturday,6,1,11,1,207
Carrot,Vegetables,2,21.96,74,30,2,10,Sunday,4,0,36,0,46
Milk,Dairy,7,156.01,234,145,5,0,Thursday,4,0,11,1,94
Orange,Fruits,13,162.87,122,80,6,20,Friday,10,1,11,1,48
Banana,Fruits,5,71.7,192,91,7,5,Friday,6,1,19,1,108
Bread,Bakery,3,117.38,90,29,1,0,Tuesday,8,1,39,0,62
Cake,Bakery,13,35.79,129,55,2,0,Monday,5,0,31,0,76
Carrot,Vegetables,5,27.76,141,30,0,10,Sunday,10,0,7,1,111
Potato,Vegetables,12,153.89,23,15,0,15,Wednesday,2,0,37,0,8
Tomato,Vegetables,8,142.31,202,192,14,20,Saturday,3,0,11,0,24
Potato,Vegetables,4,166.24,139,11,0,5,Sunday,4,0,13,1,128
Apple,Fruits,12,95.4,88,4,0,5,Wednesday,11,1,32,0,84
Croissant,Bakery,9,81.84,107,47,0,20,Tuesday,11,1,11,0,60
Cheese,Dairy,3,39.21,75,55,1,5,Wednesday,12,1,33,0,21
Butter,Dairy,8,42.71,247,71,5,10,Friday,4,0,17,1,181
Carrot,Vegetables,14,111.74,66,14,0,0,Tuesday,12,0,40,1,52
Banana,Fruits,2,108.41,295,118,2,5,Monday,9,0,20,0,179
Tomato,Vegetables,6,59.62,89,22,0,15,Thursday,4,0,19,0,67
Butter,Dairy,3,90.2,299,41,2,15,Tuesday,11,1,26,0,260
Bread,Bakery,14,15.19,32,1,0,10,Tuesday,12,0,10,0,31
Apple,Fruits,9,158.89,295,190,1,20,Monday,12,0,27,1,106
Apple,Fruits,14,183.71,168,74,4,5,Monday,9,0,39,1,98
Carrot,Vegetables,10,182.95,59,9,0,10,Friday,10,0,25,1,50
Apple,Fruits,10,92.59,33,2,0,0,Saturday,5,0,29,1,31
Tomato,Vegetables,7,147.54,160,135,2,15,Thursday,10,0,20,1,27
Yogurt,Dairy,10,53.29,184,94,0,10,Wednesday,3,1,7,0,90
Apple,Fruits,8,49.5,230,154,14,20,Wednesday,1,0,13,0,90
Muffin,Bakery,14,18.93,82,50,2,20,Monday,9,0,21,1,34
Butter,Dairy,9,177.29,147,132,3,15,Saturday,4,0,30,1,18
Cheese,Dairy,12,22.45,224,158,9,5,Friday,10,1,31,1,75
Milk,Dairy,5,177.09,86,47,4,15,Tuesday,2,1,21,0,43
Apple,Fruits,15,84.13,219,40,2,10,Sunday,5,0,16,1,181
Yogurt,Dairy,7,113.26,115,37,1,0,Saturday,2,1,29,1,79
Orange,Fruits,15,65.21,291,258,0,5,Saturday,2,1,20,0,33
Onion,Vegetables,13,194.77,258,31,2,0,Wednesday,11,0,23,0,229
Cheese,Dairy,5,194.25,201,49,4,10,Friday,6,0,30,0,156
Milk,Dairy,3,27.97,252,134,7,0,Friday,1,0,20,0,125
Butter,Dairy,5,35.59,185,57,0,15,Sunday,1,0,10,1,128
Carrot,Vegetables,3,97.73,276,208,17,20,Monday,1,0,18,0,85
Bread,Bakery,7,157.94,77,70,2,20,Friday,1,0,29,1,9
Mango,Fruits,6,148.56,81,53,0,20,Saturday,4,1,28,1,28
Milk,Dairy,3,69.13,56,51,0,20,Saturday,10,1,11,1,5
Cheese,Dairy,8,110.68,195,6,0,15,Tuesday,3,0,18,0,189
Croissant,Bakery,9,62.25,192,107,1,0,Wednesday,1,1,13,1,86
Muffin,Bakery,12,14.04,192,60,3,15,Thursday,7,0,38,0,135
Croissant,Bakery,8,158.26,29,1,0,0,Friday,4,1,29,1,28
Bread,Bakery,8,39.26,253,18,1,5,Monday,3,0,21,1,236
Tomato,Vegetables,15,91.66,113,55,4,0,Thursday,11,1,32,0,62
Yogurt,Dairy,6,152.44,40,7,0,10,Friday,1,1,17,1,33
Potato,Vegetables,9,173.94,290,69,3,0,Tuesday,4,1,12,0,224
Muffin,Bakery,9,141.31,29,19,0,20,Wednesday,10,0,23,1,10
Milk,Dairy,13,199.12,150,149,12,5,Thursday,10,1,29,1,13
Apple,Fruits,10,66.15,294,187,18,15,Saturday,10,0,14,1,125
Muffin,Bakery,2,156.74,178,145,9,5,Tuesday,4,0,16,0,42
Potato,Vegetables,14,194.13,226,144,8,0,Thursday,10,0,40,1,90
Butter,Dairy,12,32.37,233,228,0,15,Tuesday,12,0,24,0,5
Yogurt,Dairy,12,135.88,205,166,7,20,Tuesday,11,0,23,0,46
Carrot,Vegetables,12,32.38,92,88,6,10,Monday,9,0,30,1,10
Butter,Dairy,12,60.55,215,146,6,10,Thursday,11,0,18,0,75
Mango,Fruits,3,137.68,94,24,2,10,Friday,6,0,21,0,72
Carrot,Vegetables,10,38.3,179,130,4,0,Sunday,1,0,35,0,53
Bread,Bakery,12,171.92,242,153,12,15,Monday,1,0,29,0,101
Bread,Bakery,12,46.73,191,6,0,0,Thursday,9,0,22,0,185
Tomato,Vegetables,15,150.17,47,29,1,5,Sunday,11,0,33,1,19
Milk,Dairy,13,79.99,163,69,0,15,Thursday,8,1,30,0,94
Cake,Bakery,4,147.94,230,171,4,20,Tuesday,6,0,40,0,63
Mango,Fruits,8,185.39,102,72,1,10,Monday,7,1,9,0,31
Cheese,Dairy,9,54.1,87,40,2,5,Tuesday,6,1,11,1,49
Cake,Bakery,2,48.93,104,86,1,0,Friday,3,0,29,0,19
Butter,Dairy,5,166.78,182,33,3,15,Friday,10,1,29,0,152
Cheese,Dairy,9,24.12,299,151,9,10,Friday,1,0,25,0,157
Butter,Dairy,6,106.95,68,55,2,10,Monday,4,1,18,1,15
Cake,Bakery,9,111.49,92,59,5,15,Saturday,9,0,16,0,38
Croissant,Bakery,12,27.53,271,93,1,5,Wednesday,9,1,15,1,179
Mango,Fruits,5,154.0,138,138,3,0,Sunday,9,0,39,1,3
Apple,Fruits,7,53.49,250,245,23,0,Thursday,12,1,30,0,28
Mango,Fruits,13,21.61,274,120,6,20,Sunday,3,0,28,0,160
Banana,Fruits,3,135.19,107,23,0,10,Wednesday,11,0,10,1,84
Tomato,Vegetables,14,73.66,249,239,3,10,Thursday,10,0,9,0,13
Croissant,Bakery,7,117.89,253,193,19,0,Friday,10,1,20,1,79
Tomato,Vegetables,4,34.11,39,21,0,20,Saturday,12,0,39,1,18
Onion,Vegetables,12,34.7,192,188,16,20,Saturday,2,0,23,1,20
Mango,Fruits,14,152.72,38,28,0,10,Tuesday,4,1,33,1,10
Banana,Fruits,10,156.13,115,3,0,10,Thursday,2,0,34,1,112
Mango,Fruits,10,38.48,243,129,7,5,Sunday,3,1,38,0,121
Apple,Fruits,14,132.23,182,174,16,0,Thursday,11,0,20,1,24
Muffin,Bakery,2,136.08,204,193,12,15,Saturday,10,1,34,0,23
Bread,Bakery,4,63.12,297,90,5,10,Wednesday,5,0,38,1,212
Mango,Fruits,5,36.67,170,47,1,5,Saturday,9,1,30,0,124
Milk,Dairy,7,86.93,153,20,2,10,Tuesday,9,1,35,0,135
Carrot,Vegetables,4,194.04,107,51,4,5,Sunday,12,0,26,1,60
Croissant,Bakery,15,198.37,278,54,4,15,Wednesday,6,0,36,1,228
Orange,Fruits,2,125.88,269,147,13,10,Tuesday,1,0,24,0,135
Bread,Bakery,9,123.81,104,6,0,20,Sunday,12,1,20,1,98
Bread,Bakery,15,79.2,221,78,1,10,Wednesday,8,0,25,1,144
Milk,Dairy,5,148.5,207,158,6,15,Thursday,12,0,20,1,55
Orange,Fruits,2,13.05,156,38,0,10,Sunday,2,0,27,0,118
Mango,Fruits,11,110.55,82,75,7,20,Monday,10,0,35,0,14
Onion,Vegetables,4,54.65,283,269,17,10,Thursday,3,0,26,1,31
Apple,Fruits,7,174.17,279,212,14,20,Thursday,5,1,15,0,81
Orange,Fruits,10,74.08,163,138,10,10,Saturday,10,1,28,1,35
Potato,Vegetables,10,34.49,80,10,1,10,Monday,3,0,7,0,71
Yogurt,Dairy,7,131.44,138,18,0,5,Saturday,2,1,25,0,120
Milk,Dairy,7,74.59,37,33,1,15,Friday,12,0,11,1,5
Onion,Vegetables,15,108.76,216,98,9,20,Saturday,8,0,36,0,127
Mango,Fruits,12,159.88,169,164,13,5,Saturday,1,0,28,0,18
Onion,Vegetables,5,190.44,55,33,1,5,Saturday,9,0,13,0,23
Croissant,Bakery,5,125.25,23,20,1,20,Monday,1,1,5,0,4
Butter,Dairy,6,103.01,124,91,8,15,Wednesday,1,0,35,1,41
Cake,Bakery,4,159.52,199,122,7,10,Wednesday,12,1,40,1,84
Banana,Fruits,8,39.4,36,20,0,20,Monday,9,1,29,0,16
Cake,Bakery,2,114.38,113,91,7,0,Saturday,8,0,9,1,29
Cheese,Dairy,9,159.57,131,47,0,10,Tuesday,3,0,18,1,84
Milk,Dairy,13,91.15,187,168,2,10,Tuesday,9,0,20,0,21
Onion,Vegetables,13,193.19,296,104,5,20,Wednesday,5,1,12,1,197
Mango,Fruits,5,40.7,221,74,3,0,Friday,6,1,21,1,150
Croissant,Bakery,9,124.69,244,0,0,20,Tuesday,8,0,15,0,244
Potato,Vegetables,12,181.2,259,254,23,0,Tuesday,8,1,13,0,28
Cheese,Dairy,2,164.34,70,17,1,15,Saturday,12,0,40,0,54
Milk,Dairy,2,60.41,270,238,16,20,Friday,10,1,27,0,48
Onion,Vegetables,4,54.99,293,201,1,0,Tuesday,1,1,24,0,93
Apple,Fruits,15,118.81,184,28,1,0,Wednesday,3,0,10,0,157
